id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1.1718E+18,Walk to convention center:Lark St:Capital,232967878,Diana,F,SIXTH WARD,42.65408,-73.76628,Entire home/apt,165,1,8,20-08-2024,2.7,25,259,8,
1.17189E+18,/A spacious suite: King/Queen beds Grill WD yard\,580892646,Crystal,B,SECOND WARD,42.64462142,-73.75764233,Private room,73,2,0,,,3,172,0,
1.17339E+18,New near major medical facility,232967878,Diana,G,SEVENTH WARD,42.64364,-73.77828,Entire home/apt,250,2,4,16-08-2024,2.5,25,84,4,
1.17454E+18,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,M,THIRTEENTH WARD,42.6689417,-73.79548749,Entire home/apt,106,1,17,02-09-2024,6.22,2,226,17,
1.17524E+18,Furnished 4 bed vintage home,20536619,Emily,M,THIRTEENTH WARD,42.67275833,-73.79332155,Entire home/apt,,20,0,,,5,0,0,
1.18257E+18,Limited Time Listing,42708277,Rodney,F,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,108,1,7,09-08-2024,2.84,6,72,7,
1.18346E+18,Upscale Listing-Heart of Albany,42708277,Rodney,F,SIXTH WARD,42.65226593,-73.76459669,Entire home/apt,100,1,8,19-08-2024,4.29,6,81,8,
1.18346E+18,Upscale Listing Prime Location,42708277,Rodney,F,SIXTH WARD,42.65239945,-73.76350927,Entire home/apt,101,1,2,16-08-2024,0.85,6,77,2,
1.18466E+18,NEW studio w/2 beds near MVP,232967878,Diana,B,SECOND WARD,42.64342,-73.75652,Entire home/apt,145,1,4,17-08-2024,1.71,25,86,4,
1.18554E+18,Empire Plaza Apartment,29483818,Ben,F,SIXTH WARD,42.65326823,-73.76180977,Entire home/apt,65,1,23,29-08-2024,10.3,1,70,23,
1.18559E+18,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,N,FOURTEENTH WARD,42.66611619,-73.79274786,Private room,70,30,0,,,10,269,0,
1.18759E+18,House near major medical center,232967878,Diana,I,NINTH WARD,42.65501821,-73.79182923,Entire home/apt,200,1,5,17-08-2024,2.42,25,70,5,
1.18925E+18,Beautiful 2 Bedroom with Parking,37769478,Erion,F,SIXTH WARD,42.65332584,-73.77109775,Entire home/apt,111,1,0,,,10,240,0,
1.18925E+18,Lovely 1 Bedroom with Parking,37769478,Erion,J,TENTH WARD,42.6621502,-73.79048392,Entire home/apt,86,1,7,30-08-2024,3.89,10,355,7,
1.19147E+18,Shanawaz family home,478739541,Shanawaz,H,EIGHTH WARD,42.65777,-73.8177,Private room,90,1,2,19-07-2024,1.07,1,364,2,
1.1919E+18,Room in a large 3 bedroom house.,32379616,Fabiola,J,TENTH WARD,42.6605291,-73.7831549,Private room,52,28,0,,,3,357,0,
1.1928E+18,Privateroom with shared bathroom,382446799,Elizabeth,I,NINTH WARD,42.65541523,-73.78155084,Private room,46,1,1,12-08-2024,1,1,263,1,
1.19646E+18,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,F,SIXTH WARD,42.65520543,-73.76497238,Entire home/apt,215,5,0,,,6,244,0,
1.19859E+18,"""The LEO Home"" Private Bedroom Two / 1 Full Bath",349460842,Scott,J,TENTH WARD,42.66268571,-73.78162483,Private room,50,60,0,,,10,126,0,
1.20153E+18,Traveling Medical Professionals,413566290,Victoria,I,NINTH WARD,42.65506736,-73.79768461,Private room,68,2,4,01-09-2024,2.55,1,100,4,
1.2087E+18,“The Gorgeous Allen Home” Private Bedroom/1.5 Bath,349460842,Scott,J,TENTH WARD,42.66389939,-73.79269685,Private room,36,30,0,,,10,313,0,
1.20931E+18,"Large private queen room near schools, hospitals",20536619,Emily,M,THIRTEENTH WARD,42.67318391,-73.79345136,Private room,71,3,0,,,5,83,0,
1.21088E+18,Charming Home,147780154,Julia,H,EIGHTH WARD,42.65812206,-73.81912026,Entire home/apt,199,3,0,,,1,358,0,
1.21191E+18,The Ladies Playground,512321530,Rashiek,K,ELEVENTH WARD,42.6608093,-73.76840948,Entire home/apt,200,1,0,,,1,364,0,
1.2233E+18,Cozy Remote Workplace,42708277,Rodney,J,TENTH WARD,42.66118521,-73.77535865,Entire home/apt,100,1,0,,,6,82,0,
1.22342E+18,2BR condo 10 min walk to capitol,1176120,Julia,C,THIRD WARD,42.65737433,-73.75741213,Entire home/apt,104,1,3,23-08-2024,3,3,346,3,
1.22385E+18,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,K,ELEVENTH WARD,42.6633254,-73.7742255,Entire home/apt,110,3,0,,,2,341,0,
1.22398E+18,"Apartment w/ Deck in Albany, Walk to Downtown!",121680792,Evolve,F,SIXTH WARD,42.65678876,-73.76333638,Entire home/apt,85,2,1,21-08-2024,1,6,333,1,
1.22418E+18,Cozy bedroom,522436003,Adriana,M,THIRTEENTH WARD,42.66859194,-73.78832379,Private room,48,1,0,,,3,347,0,
1.22749E+18,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,M,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,202,3,0,,,1,363,0,
1.22929E+18,The Crimson Retreat,562084689,Antonio,J,TENTH WARD,42.66095103,-73.77812775,Entire home/apt,136,1,0,,,4,362,0,
1.2293E+18,It's Like a Treehouse,562084689,Antonio,J,TENTH WARD,42.66104084,-73.77970729,Entire home/apt,143,1,0,,,4,359,0,
1.22932E+18,Canary Nest,562084689,Antonio,K,ELEVENTH WARD,42.66441853,-73.77678146,Entire home/apt,142,1,0,,,4,359,0,
1.22934E+18,Indigo Bunting Nest,562084689,Antonio,K,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,120,1,0,,,4,355,0,
1.23337E+18,Larson Gold,233515764,Etem,F,SIXTH WARD,42.65173167,-73.76785884,Entire home/apt,70,1,0,,,4,64,0,
1.23721E+18,Home,564920866,Sameen,M,THIRTEENTH WARD,42.67030359,-73.79391854,Private room,52,1,0,,,1,362,0,
1.23796E+18,Tasteful…in more ways than one!,382970529,Thomas,F,SIXTH WARD,42.65507057,-73.76151133,Entire home/apt,96,2,0,,,12,360,0,
